objID,plate,mjd,fiberID,class,subClass,redshift,redshiftError,velocityDispersion,velocityDispersionError,spectrum_fits_url
8.60433E+18,7642,57651,729,QSO,BROADLINE,1.826751,0.000685164,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0729.fits
8.60433E+18,7642,57651,730,QSO,BROADLINE,1.092129,0.000494161,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0730.fits
8.60433E+18,7642,57651,731,QSO,BROADLINE,2.001675,0.000707291,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0731.fits
8.60433E+18,7642,57651,732,QSO,BROADLINE,1.050631,0.000328231,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0732.fits
8.60433E+18,7642,57651,733,QSO,,1.06097,0.000863623,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0733.fits
8.60433E+18,7642,57651,734,QSO,BROADLINE,1.474333,0.000793675,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0734.fits
8.60433E+18,7642,57651,735,QSO,BROADLINE,1.414742,0.000172446,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0735.fits
8.60433E+18,7642,57651,736,QSO,BROADLINE,0.6007138,0.00013366,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0736.fits
8.60433E+18,7642,57651,738,QSO,,1.181261,0.000497658,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0738.fits
8.60433E+18,7642,57651,739,QSO,STARBURST BROADLINE,0.3170227,3.05E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0739.fits
8.60433E+18,7642,57651,741,QSO,BROADLINE,1.349906,0.000719618,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0741.fits
8.60433E+18,7642,57651,744,QSO,BROADLINE,0.873877,0.000176052,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/7642/spec-7642-57651-0744.fits
2.38702E+18,2120,53852,405,QSO,BROADLINE,1.727005,0.000798349,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2120/spec-2120-53852-0405.fits
2.38703E+18,2120,53852,452,QSO,BROADLINE,1.625014,0.000817928,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2120/spec-2120-53852-0452.fits
1.69681E+18,1507,53763,281,QSO,,1.419687,0.000401846,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1507/spec-1507-53763-0281.fits
1.69681E+18,1507,53763,286,QSO,,1.204609,0.000723498,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1507/spec-1507-53763-0286.fits
1.69683E+18,1507,53763,374,QSO,BROADLINE,1.283795,0.000828433,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1507/spec-1507-53763-0374.fits
9.91926E+17,881,52368,28,QSO,BROADLINE,1.64619,0.000603499,0,0,
9.91934E+17,881,52368,57,QSO,BROADLINE,0.9111807,0.000750835,0,0,
6.45292E+17,573,52325,551,QSO,,0.6112146,0.000318893,0,0,
6.45298E+17,573,52325,572,QSO,,0.9368629,0.000524758,0,0,
6.453E+17,573,52325,580,QSO,BROADLINE,1.430809,0.000896326,0,0,
6.45301E+17,573,52325,584,QSO,BROADLINE,0.8659733,0.000179074,0,0,
6.45302E+17,573,52325,587,QSO,BROADLINE,1.409068,0.000704487,0,0,
6.45303E+17,573,52325,592,QSO,BROADLINE,0.8004251,0.000244998,0,0,
6.45304E+17,573,52325,593,QSO,BROADLINE,1.54998,0.000303703,0,0,
6.45305E+17,573,52325,596,QSO,BROADLINE,1.791359,0.000741984,0,0,
6.45308E+17,573,52325,608,QSO,BROADLINE,1.012187,0.000421132,0,0,
6.45309E+17,573,52325,612,QSO,BROADLINE,1.431535,0.000677324,0,0,
1.27463E+19,11321,58425,2,QSO,BROADLINE,2.073551,0.001036634,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0002.fits
1.27463E+19,11321,58425,4,QSO,BROADLINE,1.762867,0.000198882,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0004.fits
1.27463E+19,11321,58425,5,QSO,,1.264881,2.70E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0005.fits
1.27463E+19,11321,58425,9,QSO,BROADLINE,1.484381,0.000327507,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0009.fits
1.27463E+19,11321,58425,18,QSO,,2.032004,0.001034727,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0018.fits
1.27463E+19,11321,58425,22,QSO,,0.7426183,0.000392819,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0022.fits
1.27463E+19,11321,58425,24,QSO,,1.350168,0.000973973,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0024.fits
